CC Number,Date,Time,Accident Type,New Georeferenced Column
15CS00124152,06/28/2015,4:50:00 PM,Property Damage Crash,"(38.99392228, -76.38547182)"
12T011563,08/27/2012,0742,PD,"(39.2791, -76.5513)"
17CS00132120,07/14/2017,7/14/2017 6:45:00 AM,Property Damage Crash,"(39.2662338, -76.5959983)"
18CS00159776,08/14/2018,8/14/2018 5:38:00 PM,Property Damage Crash,"(39.24094168, -76.58844665)"
14CS00177694,10/27/2014,4:39:00 AM,Property Damage Crash,"(39.26927882, -76.63337767)"
14CS00165469,10/07/2014,8:02:00 AM,Injury Crash,"(39.26684926, -76.62258983)"
18CS00135588,07/10/2018,7/10/2018 5:17:00 PM,Property Damage Crash,"(39.23576421, -76.61855914)"
13L000239,01/09/2013,0218,PI,"(39.009115, -76.404193)"
17CS00201260,10/24/2017,11/1/2017 7:31:00 PM,Property Damage Crash,"(39.21481283, -76.53124686)"
P1500030104,05/03/2015,8:14:00 PM,Property Damage Crash,"(39.18736245, -76.67439938)"
14CS00212893,12/22/2014,1:25:00 PM,Property Damage Crash,"(39.30222531, -76.52956009)"
18CS00046039,03/08/2018,3/8/2018 8:50:00 AM,Property Damage Crash,"(39.28978448, -76.53294504)"
18CS00178913,09/12/2018,4:54:00 PM,Property Damage Crash,"(39.08847749, -76.98183082)"
15CS00035097,02/25/2015,9:24:00 PM,Injury Crash,"(39.24051323, -76.60646439)"
18CS00121770,06/21/2018,6/26/2018 12:30:00 PM,Property Damage Crash,"(39.26400947, -76.56615883)"
18CS00097473,05/19/2018,5/19/2018 11:30:00 AM,Property Damage Crash,"(39.208673, -76.62375256)"
15CS00209898,10/30/2015,11/1/2015 1:06:00 PM,Property Damage Crash,"(39.26262951, -76.58766747)"
17CS00015489,01/24/2017,1/24/2017 9:28:00 AM,Property Damage Crash,"(39.2423655, -76.5795892)"
18CS00225135,11/24/2018,11/25/2018 11:33:00 AM,Property Damage Crash,"(39.0685269871227, -76.8887961250118)"
18CS00081276,04/26/2018,4/26/2018 8:07:00 AM,Property Damage Crash,"(39.31748609, -76.54794395)"
15CS00175775,09/09/2015,9/11/2015 2:42:00 PM,Injury Crash,"(39.30922781, -76.53303087)"
17CS00184745,09/29/2017,9/29/2017 2:53:00 PM,Injury Crash,"(38.97991207, -76.32496119)"
16CS00218364,11/15/2016,11/23/2016 4:52:00 PM,Property Damage Crash,"(39.13884516, -77.14052573)"
P1700072222,09/30/2017,9/30/2017 3:50:00 PM,Property Damage Crash,"(39.19036021, -76.67650089)"
16CS00199938,10/18/2016,10/28/2016 12:10:00 AM,Property Damage Crash,"(39.271959, -76.554982)"
17CS00214936,01/23/2017,1/23/2017 3:45:00 PM,Property Damage Crash,"(39.24850127, -76.52276337)"
19CS00053643,03/19/2019,3/19/2019 9:07:00 AM,Property Damage Crash,"(39.292802, -76.532139)"
17CS00169397,09/05/2017,9/10/2017 4:03:00 PM,Injury Crash,"(39.264, -76.589)"
13T004722,04/10/2013,1824,F,"(39.324032, -76.528247)"
12P026766,10/31/2012,0725,PD,"(39.243027, -76.513006)"
18CS00157712,08/11/2018,8/12/2018 12:32:00 PM,Property Damage Crash,"(39.24118006, -76.58635318)"
P1800006124,01/23/2018,1/23/2018 1:34:00 PM,Property Damage Crash,"(39.1783902, -76.7059596)"
13P001153,01/16/2013,0835,PI,"(39.265671, -76.553331)"
12T010420,08/02/2012,1522,PI,"(39.264235, -76.56344)"
13T014648,10/02/2013,2250,PI,"(39.290833, -76.532331)"
16CS00179327,09/16/2016,9/16/2016 12:45:00 PM,Property Damage Crash,"(39.26073553, -76.5779686)"
17IR000819,04/24/2017,4/26/2017 2:33:00 PM,Property Damage Crash,"(39.26045309, -76.66511893)"
17CS00097037,05/22/2017,5/26/2017 6:05:00 PM,Injury Crash,"(39.28798569, -76.53525174)"
12T012790,09/24/2012,1119,PI,"(39.272132, -76.554537)"
17CS00216683,11/16/2017,11/16/2017 8:12:00 AM,Property Damage Crash,"(39.27372656, -76.55342102)"
17CS00225881,11/29/2017,11/29/2017 6:23:00 PM,Property Damage Crash,"(39.01333185, -76.40755177)"
18CS00095885,05/16/2018,5/16/2018 6:44:00 PM,Property Damage Crash,"(39.24092039, -76.58699155)"
17CS00124530,07/02/2017,7/2/2017 8:24:00 AM,Injury Crash,"(39.269026, -76.632046)"
P1800046287,06/23/2018,6/25/2018 4:15:00 AM,Injury Crash,"(39.19051, -76.676502)"
P1600028880,04/22/2016,4/23/2016 3:40:00 PM,Property Damage Crash,"(39.18646434, -76.67515039)"
13K002053,02/28/2013,1830,PD,"(39.207512, -76.544336)"
P1700060364,08/17/2017,9/8/2017 11:33:00 AM,Property Damage Crash,"(39.18826886, -76.67822957)"
14CS00171328,10/17/2014,4:02:00 AM,Injury Crash,"(39.24583939, -76.58087611)"
15CS00040619,03/07/2015,1:47:00 AM,Injury Crash,"(39.270049, -76.638321)"
18CS00106463,05/31/2018,6/7/2018 8:14:00 PM,Injury Crash,"(39.27694747, -76.61991097)"
17CS00140723,07/26/2017,7/27/2017 7:41:00 AM,Property Damage Crash,"(39.56357855, -76.08372599)"
19CS00022069,02/02/2019,2/3/2019 5:48:00 AM,Property Damage Crash,"(39.270433, -76.632761)"
17CS00127541,07/07/2017,7/7/2017 9:29:00 AM,Injury Crash,"(39.55863849, -76.0943985)"
P1500052874,07/30/2015,7/31/2015 8:28:00 PM,Property Damage Crash,"(39.18480115, -76.6898489)"
17CS00059750,03/27/2017,3/27/2017 9:23:00 AM,Property Damage Crash,"(39.29583756, -76.55128598)"
16CS00029373,02/15/2016,2/15/2016 12:41:00 PM,Property Damage Crash,"(39.02158431, -76.42072678)"
18CS00181308,09/16/2018,4:35:00 PM,Property Damage Crash,"(39.2651732, -76.5622482)"
18CS00004273,01/07/2018,1/7/2018 4:11:00 PM,Property Damage Crash,"(39.273809, -76.621419)"
17B000370,05/15/2017,6/13/2017 6:04:00 AM,Injury Crash,"(39.18981036, -76.66260034)"
15CS00009130,01/16/2015,7:12:00 AM,Property Damage Crash,"(39.277237, -76.553363)"
16CS00064019,04/06/2016,4/24/2016 4:01:00 PM,Property Damage Crash,"(39.26887597, -76.62436008)"
14CS00126862,08/07/2014,5:30:00 PM,Property Damage Crash,"(39.316769, -76.535053)"
13T017620,11/22/2013,2340,PD,"(39.265098, -76.592608)"
13B009577,03/19/2013,1330,PD,"(39.188121, -76.690397)"
16CS00238172,12/19/2016,1/3/2017 10:16:00 AM,Property Damage Crash,"(39.279451, -76.619763)"
14CS00190128,11/15/2014,4:11:00 AM,Property Damage Crash,"(39.27143732, -76.55524895)"
18CS00196535,10/10/2018,7:45:00 AM,Injury Crash,"(39.2610505740969, -76.5759501656972)"
18CS00232203,12/06/2018,12/6/2018 5:22:00 PM,Property Damage Crash,"(39.2675069393409, -76.6258299249483)"
13T013189,09/05/2013,1122,PI,"(39.271319, -76.650544)"
15CS00235319,12/07/2015,12/7/2015 9:06:00 PM,Property Damage Crash,"(39.26585249, -76.59564972)"
14CS00095894,06/19/2014,1:33:00 PM,Property Damage Crash,"(39.060527, -77.027032)"
18CS00188026,09/27/2018,10:08:00 PM,Property Damage Crash,"(39.26866557, -76.63094778)"
15CS00075681,04/22/2015,3:57:00 PM,Property Damage Crash,"(39.20772061, -76.5813455)"
13T009578,07/06/2013,2105,PI,"(39.239538, -76.613545)"
15CS00219502,11/14/2015,11/14/2015 3:58:00 AM,Property Damage Crash,"(39.26755529, -76.62593722)"
18CS00166179,08/24/2018,8/27/2018 6:50:00 AM,Injury Crash,"(39.26385912, -76.56620965)"
14CS00089532,06/09/2014,5:04:00 PM,Property Damage Crash,
16CS00131141,07/09/2016,7/10/2016 4:32:00 PM,Property Damage Crash,"(39.00882594, -76.40437603)"
14CS00159048,09/26/2014,5:20:00 PM,Property Damage Crash,"(39.302007, -76.546387)"
15CS00046950,03/16/2015,12:38:00 PM,Injury Crash,"(39.32326807, -76.52964592)"
13T001720,02/06/2013,1720,PD,"(39.3031505, -76.5437558)"
14CS00131234,08/14/2014,11:33:00 PM,Property Damage Crash,"(39.274183, -76.620809)"
P1600045529,06/21/2016,6/22/2016 6:31:00 PM,Property Damage Crash,"(39.1861026, -76.68794721)"
P1500054040,08/04/2015,8/4/2015 9:43:00 AM,Injury Crash,"(39.19291715, -76.67770386)"
15CS00230992,12/01/2015,12/6/2015 2:15:00 AM,Property Damage Crash,"(39.2634768, -76.6719532)"
18CS00201011,10/17/2018,1899-12-31T08:13:00.000,Property Damage Crash,"(39.2997827483062, -76.5480923690077)"
16CS00213282,11/07/2016,11/7/2016 1:42:00 PM,Property Damage Crash,"(39.31632404, -76.53672963)"
19CS00026392,02/09/2019,2/9/2019 12:06:00 AM,Property Damage Crash,"(39.270502, -76.641822)"
16CS00066403,04/10/2016,4/10/2016 4:32:00 AM,Property Damage Crash,"(39.31757947, -76.53416678)"
16CS00183384,09/22/2016,9/26/2016 3:30:00 PM,Property Damage Crash,"(39.08763693, -76.98068216)"
16CS00233482,12/09/2016,12/12/2016 6:35:00 PM,Property Damage Crash,"(39.26781278, -76.62491798)"
18CS00152081,08/03/2018,8/3/2018 1:48:00 PM,Property Damage Crash,"(39.01369865, -76.40776634)"
15CS00101595,05/28/2015,10:45:00 PM,Property Damage Crash,"(39.26293, -76.56491)"
18CS00109472,06/05/2018,6/5/2018 10:00:00 AM,Injury Crash,"(39.27065449, -76.64389059)"
P1800026349,04/13/2018,4/14/2018 9:19:00 AM,Injury Crash,"(39.18807, -76.6844)"
P1600057560,08/04/2016,8/8/2016 4:39:00 PM,Property Damage Crash,"(39.1923077, -76.6580473)"
18CS00181807,09/17/2018,10:25:00 AM,Property Damage Crash,"(39.21485819, -76.53119763)"
13T015351,10/14/2013,1858,PI,"(39.272273, -76.554773)"
17CS00218820,11/19/2017,11/19/2017 11:30:00 AM,Property Damage Crash,"(38.99117049, -76.3735199)"
17CS00129494,07/10/2017,7/10/2017 12:56:00 PM,Property Damage Crash,"(39.1052381, -77.05094934)"
17IR000721,04/14/2017,4/15/2017 11:56:00 PM,Property Damage Crash,"(39.1258913, -77.0985734)"
P1500066152,09/23/2015,9/24/2015 4:30:00 PM,Property Damage Crash,"(39.18995692, -76.66766167)"
13T205281,12/23/2013,1555,PD,"(39.264328, -76.589948)"
13T008683,06/20/2013,0656,PD,"(39.327606, -76.525261)"
16CS00090696,05/14/2016,5/18/2016 2:55:00 PM,Property Damage Crash,"(39.134893, -77.146462)"
14CS00206135,12/11/2014,5:05:00 PM,Property Damage Crash,"(39.0275537, -76.4557012)"
17IR000319,02/21/2017,2/22/2017 3:09:00 AM,Property Damage Crash,"(39.27134076, -76.64942533)"
18CS00145258,07/24/2018,8/2/2018 2:23:00 PM,Property Damage Crash,"(39.42327, -76.371256)"
18CS00213635,11/05/2018,11/6/2018 9:39:00 PM,Property Damage Crash,"(39.2612745473294, -76.5800773594669)"
17CS00165305,08/30/2017,9/26/2017 11:13:00 AM,Property Damage Crash,"(38.98966947, -76.36781216)"
16CS00043072,03/07/2016,3/8/2016 9:37:00 PM,Injury Crash,"(39.00761292, -76.40360355)"
P1600089489,12/08/2016,12/9/2016 10:47:00 AM,Injury Crash,"(39.18796014, -76.68421358)"
18CS00084341,04/30/2018,5/2/2018 4:57:00 PM,Property Damage Crash,"(39.29905745, -76.53039761)"
13L003978,05/01/2013,0738,PD,"(39.017015, -76.485315)"
14CS00101038,06/27/2014,8:45:00 AM,Injury Crash,"(39.2401697, -76.6092832)"
15CS00140766,07/20/2015,7/22/2015 6:25:00 PM,Property Damage Crash,"(39.08314721, -76.96289778)"
13T010325,07/21/2013,0314,PD,"(39.263004, -76.672442)"
13B019399,08/10/2013,0900,PD,"(39.190085, -76.659491)"
P1500075254,10/31/2015,11/2/2015 3:47:00 AM,Property Damage Crash,"(39.18752877, -76.68529987)"
16CS00055248,03/25/2016,3/28/2016 7:55:00 AM,Property Damage Crash,"(38.98876155, -76.36316255)"
14CS00125913,08/06/2014,8:03:00 AM,Property Damage Crash,"(39.23584316, -76.61845922)"
16CS00152510,08/08/2016,8/8/2016 5:27:00 PM,Injury Crash,"(39.2705434, -76.65653855)"
17CS00000800,01/02/2017,1/2/2017 3:27:00 PM,Injury Crash,"(39.28038831, -76.55334726)"
18CS00139978,07/16/2018,7/18/2018 3:05:00 PM,Property Damage Crash,"(39.26125056, -76.55108213)"
17IR000967,05/13/2017,5/13/2017 6:21:00 AM,Property Damage Crash,"(39.28424471, -76.54679596)"
18CS00143136,07/20/2018,7/25/2018 6:38:00 PM,Property Damage Crash,"(38.98637129, -76.34753734)"
13T203796,12/20/2013,2320,PD,"(39.264789, -76.564855)"
P1700015965,03/08/2017,3/18/2017 12:30:00 PM,Property Damage Crash,"(39.175482, -76.604303)"
18CS00156896,08/10/2018,8/27/2018 10:18:00 AM,Injury Crash,"(39.0018267, -76.4000563)"
15CS00134084,07/12/2015,1/19/2016 2:49:00 PM,Property Damage Crash,"(39.0115812, -76.40613556)"
P1800062871,08/21/2018,8/29/2018 9:42:00 PM,Property Damage Crash,"(39.17642, -76.691643)"
14CS00173881,10/22/2014,1:20:00 AM,Property Damage Crash,"(39.31002889, -76.53217793)"
15CS00140726,07/27/2015,7/27/2015 5:25:00 PM,Injury Crash,"(39.264972, -76.55872107)"
C15B000122,02/10/2015,1:54:00 PM,Property Damage Crash,"(39.22439934, -76.70206904)"
18CS00124721,06/25/2018,6/27/2018 7:27:00 PM,Property Damage Crash,"(39.07404092, -76.90452553)"
12K007954,08/09/2012,1456,PD,"(39.225204, -76.517553)"
17IR000817,04/24/2017,4/25/2017 12:42:00 PM,Property Damage Crash,"(39.082981, -76.962447)"
18CS00184391,09/25/2018,4:50:00 PM,Property Damage Crash,"(39.273035, -76.553776)"
16CS00051210,03/19/2016,3/20/2016 8:33:00 PM,Injury Crash,"(39.20894682, -76.6238451)"
16CS00085652,05/07/2016,5/7/2016 9:48:00 AM,Property Damage Crash,"(39.27416, -76.55303)"
13T013994,09/19/2013,2156,PD,"(39.261052, -76.575463)"
18CS00164406,08/21/2018,8/21/2018 3:40:00 PM,Property Damage Crash,"(39.32181043, -76.44712776)"
12L009146,11/09/2012,1425,PD,"(39.006136, -76.402695)"
17CS00194478,10/14/2017,10/15/2017 8:04:00 PM,Property Damage Crash,"(39.24116136, -76.5856719)"
13T017225,11/16/2013,0843,PD,"(39.266505, -76.600593)"
P1500020934,03/31/2015,9:54:00 AM,Property Damage Crash,"(39.18705892, -76.68216705)"
16CS00021785,02/04/2016,2/4/2016 7:45:00 AM,Property Damage Crash,"(39.23449069, -76.6195938)"
13P022973,12/09/2013,0925,PD,"(39.264084, -76.589938)"
13T002076,02/14/2013,0654,PD,"(39.271544, -76.649839)"
14CS00108177,07/08/2014,7:57:00 AM,Injury Crash,"(39.26384073, -76.56384945)"
15CS00109852,06/09/2015,8:41:00 AM,Property Damage Crash,"(39.124641, -77.1611745)"
13E000748,02/04/2013,0057,PI,"(39.127299, -77.119035)"
13L005736,06/15/2013,1710,PD,"(39.013059, -76.406656)"
P1500077331,11/08/2015,11/8/2015 7:58:00 PM,Property Damage Crash,"(39.17529526, -76.69353426)"
13T015594,10/18/2013,2126,PD,"(39.261019, -76.576626)"
18CS00156492,08/09/2018,9/18/2018 10:46:00 PM,Property Damage Crash,"(39.05721714, -76.65699615)"
13E004867,08/13/2013,1658,PI,"(39.123103, -77.088114)"
18CS00086660,05/03/2018,5/4/2018 4:46:00 PM,Property Damage Crash,"(39.0795065, -76.9001517)"
P1600074571,10/08/2016,10/9/2016 11:09:00 PM,Injury Crash,"(39.18980308, -76.68124571)"
13P016004,08/16/2013,2130,PD,"(39.241586, -76.603591)"
P1400058900,08/26/2014,2:26:00 PM,Property Damage Crash,"(39.19041903, -76.67920589)"
16CS00008394,01/13/2016,1/14/2016 6:45:00 AM,Property Damage Crash,"(39.27763, -76.55329)"
15CS00189856,09/29/2015,10/7/2015 9:55:00 PM,Property Damage Crash,"(39.553828, -76.100982)"
14CS00055096,04/14/2014,8:10:00 PM,Injury Crash,"(39.23346519, -76.65204048)"
P1900015188,03/05/2019,3/5/2019 4:00:00 PM,Property Damage Crash,"(39.190216024888, -76.6711418461321)"
18CS00012094,01/18/2018,1/18/2018 9:13:00 AM,Injury Crash,"(39.318445812538, -76.5342378616333)"
15CS00157643,08/14/2015,8/15/2015 7:35:00 PM,Property Damage Crash,"(39.01146449, -76.40610337)"
P1800025013,04/08/2018,4/8/2018 11:00:00 AM,Property Damage Crash,"(39.190163, -76.661855)"
15CS00166542,08/28/2015,8/29/2015 10:55:00 AM,Property Damage Crash,"(39.0710213, -76.904)"
P1600085153,11/20/2016,11/20/2016 4:09:00 AM,Property Damage Crash,"(39.18012218, -76.67069927)"
16CS00094026,05/19/2016,5/28/2016 9:51:00 AM,Property Damage Crash,"(39.27201872, -76.55489489)"
14CS00176070,10/24/2014,2:07:00 PM,Property Damage Crash,"(39.2654787, -76.59233451)"
16CS00069609,04/14/2016,4/21/2016 10:44:00 AM,Property Damage Crash,"(39.2155, -76.53076)"
13B008598,03/12/2013,1120,PD,"(39.184903, -76.674011)"
18CS00143810,07/21/2018,7/27/2018 9:22:00 PM,Property Damage Crash,"(39.1002988, -77.0442453)"
16CS00167810,08/31/2016,8/31/2016 5:25:00 PM,Injury Crash,"(39.26718462, -76.61891788)"
17CS00151084,08/09/2017,8/20/2017 9:03:00 PM,Property Damage Crash,"(39.267476, -76.560842)"
15CS00086578,05/07/2015,9:58:00 PM,Property Damage Crash,"(39.27191594, -76.62219286)"
15CS00121560,06/24/2015,8:52:00 PM,Property Damage Crash,"(39.2669074, -76.61334157)"
13L000162,01/06/2013,2234,PD,"(38.995362, -76.391312)"
14CS00117264,07/22/2014,10:30:00 PM,Property Damage Crash,"(39.26344358, -76.67120218)"
18CS00244182,12/26/2018,12/26/2018 2:19:00 PM,Injury Crash,"(39.23833, -76.615968)"
17CS00117041,06/22/2017,6/22/2017 8:10:00 AM,Property Damage Crash,"(39.26692401, -76.61424279)"
16CS00147996,08/02/2016,8/2/2016 7:59:00 AM,Property Damage Crash,"(39.2440862, -76.57779694)"
15CS00085592,05/06/2015,3:50:00 PM,Property Damage Crash,"(39.3968223, -76.4750576)"
14CS00148811,09/10/2014,3:15:00 PM,Property Damage Crash,"(39.25028447, -76.52365923)"
16CS00132615,07/11/2016,7/11/2016 7:05:00 PM,Injury Crash,"(39.26216744, -76.67250171)"
15CS00238898,12/13/2015,1/1/2016 12:45:00 PM,Property Damage Crash,"(39.54230007, -76.10142589)"
17CS00011471,01/18/2017,1/18/2017 4:40:00 PM,Property Damage Crash,"(39.25654657, -76.54661626)"
14CS00153249,09/17/2014,3:51:00 PM,Property Damage Crash,"(39.2717, -76.653414)"
13T007031,05/21/2013,1740,PI,"(39.266799, -76.613245)"
17IR000522,03/19/2017,3/20/2017 7:12:00 PM,Property Damage Crash,"(39.26921756, -76.63292035)"
14CS00122921,08/01/2014,7:31:00 AM,Property Damage Crash,"(39.28435169, -76.54675841)"
13B005924,02/19/2013,1750,PI,"(39.189637, -76.663708)"
18CS00133889,07/08/2018,7/22/2018 12:13:00 PM,Injury Crash,"(39.0102807, -76.40536308)"
18CS00218107,11/13/2018,11/13/2018 9:15:00 AM,Property Damage Crash,"(39.2813173, -76.551235)"
16CS00154717,08/11/2016,8/12/2016 9:51:00 PM,Property Damage Crash,"(39.24051819, -76.58908904)"
16CS00091680,05/16/2016,5/16/2016 5:30:00 AM,Property Damage Crash,"(38.98656831, -76.3483353)"
17CS00177003,09/18/2017,9/18/2017 8:52:00 AM,Property Damage Crash,"(39.2714135, -76.5561367)"
15CS00003059,01/06/2015,10:54:00 AM,Property Damage Crash,"(39.07421063, -76.91536903)"
13T016665,11/06/2013,1955,PD,"(39.284292, -76.541508)"
18CS00056425,03/22/2018,3/23/2018 9:12:00 PM,Property Damage Crash,"(39.31992324, -76.53174877)"
16CS00112930,05/31/2016,6/3/2016 5:47:00 PM,Property Damage Crash,"(39.226904, -76.515357)"
16CS00036388,02/26/2016,2/28/2016 5:43:00 PM,Property Damage Crash,"(39.2833808, -76.6260893)"
16CS00114252,06/16/2016,6/21/2016 5:44:00 AM,Injury Crash,"(38.98981645, -76.36200115)"
18CS00244347,12/26/2018,12/26/2018 8:18:00 PM,Property Damage Crash,"(39.218201, -76.526724)"
17CS00206126,10/31/2017,10/31/2017 6:56:00 PM,Property Damage Crash,"(39.2944292, -76.5523642)"
17CS00019746,01/29/2017,1/29/2017 3:11:00 AM,Property Damage Crash,"(39.28004445, -76.62334353)"
14CS00184416,11/06/2014,9:16:00 AM,Property Damage Crash,"(39.230146, -76.510593)"
17IR000257,02/12/2017,2/12/2017 5:36:00 PM,Injury Crash,"(38.98503279, -76.34742737)"
16CS00228715,12/02/2016,12/2/2016 11:29:00 AM,Property Damage Crash,"(39.06731378, -76.89228058)"
P1600000820,01/05/2016,1/5/2016 6:17:00 PM,Property Damage Crash,"(39.17981, -76.6992)"
15CS00002937,01/06/2015,5:34:00 AM,Property Damage Crash,"(39.27028978, -76.65743172)"
18CS00096128,05/17/2018,5/17/2018 6:41:00 AM,Property Damage Crash,"(39.1009713, -77.0451648)"
18CS00131951,07/05/2018,7/5/2018 2:14:00 PM,Property Damage Crash,"(39.56930809, -76.0706985)"
16IR001951,11/19/2016,11/20/2016 7:52:00 PM,Property Damage Crash,"(39.01369865, -76.40776634)"
13T007703,06/03/2013,1717,PI,"(39.261984, -76.572806)"
14CS00181726,11/02/2014,2:41:00 AM,Property Damage Crash,"(39.2254715, -76.65068865)"
18CS00212178,11/03/2018,11/4/2018 1:00:00 AM,Property Damage Crash,"(39.204575, -76.639428)"
15CS00015427,01/26/2015,11:02:00 AM,Injury Crash,"(39.02213443, -76.4744997)"
15CS00194774,10/07/2015,10/13/2015 5:16:00 PM,Injury Crash,"(39.28923956, -76.53303623)"
17CS00149430,08/07/2017,8/7/2017 4:46:00 PM,Property Damage Crash,"(39.00888638, -76.40436396)"
17CS00096122,05/21/2017,5/21/2017 5:40:00 AM,Property Damage Crash,"(39.26677753, -76.56222939)"
14CS00082617,05/29/2014,5:03:00 PM,Property Damage Crash,"(39.010031, -76.405578)"
P1800075499,10/17/2018,5:22:00 PM,Injury Crash,"(39.1692777733659, -76.6949907046493)"
13T005458,04/21/2013,2235,PI,"(39.271305, -76.648564)"
15CS00245721,12/24/2015,12/24/2015 3:52:00 AM,Property Damage Crash,"(39.31789592, -76.53413594)"
17B000294,04/16/2017,4/17/2017 9:42:00 PM,Injury Crash,"(39.18825223, -76.6595614)"
18CS00115362,06/13/2018,6/19/2018 9:50:00 AM,Property Damage Crash,"(39.01931706, -76.41327024)"
18CS00074677,04/17/2018,5/21/2018 12:20:00 PM,Property Damage Crash,"(39.4421353, -76.3603302)"
15CS00121216,06/24/2015,11:40:00 AM,Property Damage Crash,"(39.24074589, -76.60037041)"
13T008853,06/23/2013,0115,PD,"(39.240948, -76.597929)"
19CS00050393,03/15/2019,3/15/2019 6:50:00 AM,Property Damage Crash,"(39.2897338633494, -76.5325684516538)"
15CS00007213,01/13/2015,7:10:00 AM,Property Damage Crash,"(39.135012, -77.1459)"
P1800036628,05/21/2018,5/21/2018 1:50:00 PM,Property Damage Crash,"(39.1845902, -76.6901227)"
14CS00176809,10/25/2014,3:54:00 PM,Property Damage Crash,"(39.241136, -76.585007)"
17CS00235493,12/13/2017,12/15/2017 5:43:00 PM,Property Damage Crash,"(38.98950269, -76.36639595)"
13T003249,03/10/2013,2013,PD,"(39.240724, -76.587186)"
16CS00031179,02/18/2016,2/18/2016 1:48:00 PM,Property Damage Crash,"(39.26343423, -76.58753738)"
16CS00196685,10/13/2016,10/13/2016 8:15:00 AM,Property Damage Crash,"(39.5686661, -76.07208923)"
17CS00137591,07/21/2017,7/24/2017 3:00:00 PM,Injury Crash,"(39.24093701, -76.59281731)"
17CS00228591,12/03/2017,12/3/2017 6:14:00 PM,Property Damage Crash,"(39.2417399, -76.58018544)"
18CS00155971,08/09/2018,8/9/2018 8:36:00 AM,Property Damage Crash,"(38.99126535, -76.36836872)"
13B020111,12/01/2013,0811,PD,"(39.180489, -76.668418)"
16CS00241788,12/23/2016,12/23/2016 8:23:00 AM,Property Damage Crash,"(39.2841243, -76.54621124)"
14CS00006008,04/24/2014,11:50:00 PM,Injury Crash,
17IR000847,04/28/2017,4/28/2017 11:12:00 AM,Property Damage Crash,"(39.1435, -76.3443)"
14CS00213231,12/23/2014,3:48:00 AM,Property Damage Crash,"(39.26424102, -76.59000635)"
17CS00114897,06/18/2017,6/22/2017 10:51:00 PM,Property Damage Crash,"(39.23159313, -76.50731436)"
15CS00107804,06/06/2015,11:02:00 AM,Injury Crash,"(39.00933031, -76.40441895)"
16CS00194312,10/09/2016,10/19/2016 7:27:00 PM,Property Damage Crash,"(39.27153387, -76.65036678)"
13T011567,08/10/2013,0331,PD,"(39.268765, -76.624318)"
18CS00219412,11/15/2018,11/20/2018 8:54:00 AM,Property Damage Crash,"(39.1269103987386, -77.1747728614294)"
18CS00115290,06/13/2018,6/13/2018 7:50:00 AM,Injury Crash,"(39.24584977, -76.57674819)"
17CS00212040,11/09/2017,11/9/2017 5:44:00 PM,Property Damage Crash,"(39.29985086, -76.53028965)"
P1600056731,08/01/2016,8/6/2016 9:55:00 AM,Injury Crash,"(39.187096, -76.68088)"
17CS00176676,09/17/2017,9/17/2017 5:20:00 PM,Property Damage Crash,"(39.27186195, -76.62253484)"
13T015209,10/11/2013,2343,PD,"(39.302376, -76.530523)"
18CS00064507,04/03/2018,4/4/2018 3:16:00 PM,Injury Crash,"(39.26106781, -76.58061862)"
16CS00010197,01/15/2016,1/26/2016 6:07:00 PM,Property Damage Crash,"(39.19181955, -76.67907715)"
19CS00046642,03/10/2019,3/10/2019 12:49:00 PM,Property Damage Crash,"(39.2665, -76.5896)"
16CS00227320,11/29/2016,11/29/2016 6:18:00 PM,Property Damage Crash,"(39.15555, -76.3343)"
12T011379,08/23/2012,1822,PI,"(39.2671, -76.6102)"
18CS00237903,12/15/2018,12/18/2018 7:30:00 PM,Property Damage Crash,"(38.9731810659955, -76.4208024927865)"
18CS00201722,11/01/2018,2:28:00 AM,Property Damage Crash,"(38.702659307238, -77.486572265625)"
12L005995,07/21/2012,1346,PI,"(39.0057, -76.4025)"
17CS00173949,09/13/2017,9/22/2017 7:27:00 AM,Injury Crash,"(39.07348599, -76.93637609)"
18CS00112188,06/08/2018,6/8/2018 5:47:00 PM,Injury Crash,"(39.26716749, -76.61858261)"
12B021675,07/07/2012,1350,PD,"(39.184768, -76.675386)"
17CS00167252,09/02/2017,9/2/2017 4:30:00 AM,Property Damage Crash,"(39.2426238, -76.57745361)"
18IR001962,12/16/2018,12/30/2018 1:41:00 AM,Injury Crash,"(39.2367734922082, -76.6178182840737)"
P1800009163,02/05/2018,4/11/2018 2:19:00 AM,Property Damage Crash,"(39.20229595, -76.69544935)"
17CS00009908,01/16/2017,1/16/2017 9:56:00 AM,Property Damage Crash,"(39.29254331, -76.53223291)"
15CS00108268,06/07/2015,1:40:00 AM,Property Damage Crash,"(39.56968853, -76.07010841)"
18CS00037185,02/22/2018,2/26/2018 5:20:00 PM,Property Damage Crash,"(39.28558584, -76.55364096)"
P1700034600,05/26/2017,5/31/2017 12:23:00 PM,Property Damage Crash,"(39.18767221, -76.68264717)"
18CS00148508,07/29/2018,7/29/2018 7:00:00 AM,Property Damage Crash,"(38.36124764, -76.99952066)"
19CS00021767,02/01/2019,2/1/2019 3:20:00 PM,Injury Crash,"(39.3094068209867, -76.5390806018353)"
18CS00087831,05/05/2018,5/7/2018 7:01:00 AM,Property Damage Crash,"(39.265557, -76.596319)"
12B028407,09/05/2012,1546,PI,"(39.190391, -76.671189)"
